userid,total_login_count,days_since_last_login,email_freq,platform
619,2,67.0,NONE,Mondelez
628,12,40.0,NONE,Mondelez
629,3,35.0,NONE,Mondelez
631,2,18.0,NONE,Mondelez
642,3,18.0,NONE,Mondelez
671,8,47.0,NONE,Mondelez
681,25,11.0,NONE,Mondelez
686,15,41.0,NONE,Mondelez
689,10,15.0,NONE,Mondelez
709,2,49.0,NONE,Mondelez
729,2,18.0,NONE,Mondelez
756,3,48.0,NONE,Mondelez
761,7,70.0,NONE,Mondelez
792,7,66.0,NONE,Mondelez
799,2,77.0,NONE,Mondelez
829,4,68.0,NONE,Mondelez
851,9,46.0,NONE,Mondelez
916,3,47.0,NONE,Mondelez
931,3,20.0,NONE,Mondelez
938,2,38.0,NONE,Mondelez
1097,2,42.0,NONE,Mondelez
1116,2,62.0,NONE,Mondelez
1141,3,20.0,NONE,Mondelez
1197,2,76.0,NONE,Mondelez
1211,22,26.0,NONE,Mondelez
1215,75,24.0,NONE,Mondelez
1222,19,68.0,NONE,Mondelez
1224,32,3.0,WEEKLY,Mondelez
1236,46,14.0,NONE,Mondelez
1255,7,61.0,NONE,Mondelez
1272,10,81.0,NONE,Mondelez
1286,12,189.0,NONE,Mondelez
1299,7,31.0,NONE,Mondelez
1307,3,61.0,NONE,Mondelez
1315,12,6.0,NONE,Mondelez
1317,16,77.0,WEEKLY,Mondelez
1326,19,21.0,NONE,Mondelez
1355,3,56.0,NONE,Mondelez
1356,20,5.0,NONE,Mondelez
1371,8,88.0,NONE,Mondelez
1376,5,68.0,NONE,Mondelez
1457,24,3.0,NONE,Mondelez
1501,3,22.0,NONE,Mondelez
1543,14,82.0,NONE,Mondelez
1596,2,83.0,NONE,Mondelez
1647,5,0.0,NONE,Mondelez
1654,45,32.0,NONE,Mondelez
1772,3,82.0,NONE,Mondelez
1827,9,14.0,NONE,Mondelez
1842,1,83.0,NONE,Mondelez
1884,5,61.0,NONE,Mondelez
1906,3,42.0,NONE,Mondelez
1933,2,76.0,NONE,Mondelez
1934,4,18.0,NONE,Mondelez
1944,3,83.0,NONE,Mondelez
1947,6,21.0,NONE,Mondelez
1988,4,47.0,NONE,Mondelez
1997,2,45.0,NONE,Mondelez
2058,2,55.0,NONE,Mondelez
2065,4,81.0,NONE,Mondelez
2172,2,39.0,NONE,Mondelez
2180,13,41.0,NONE,Mondelez
2198,4,55.0,NONE,Mondelez
2206,4,49.0,NONE,Mondelez
2208,11,62.0,NONE,Mondelez
2210,2,80.0,NONE,Mondelez
2212,2,66.0,NONE,Mondelez
2216,1,89.0,NONE,Mondelez
2217,1,89.0,NONE,Mondelez
2218,2,74.0,NONE,Mondelez
2219,1,88.0,NONE,Mondelez
2220,1,88.0,NONE,Mondelez
2221,5,66.0,NONE,Mondelez
2222,1,84.0,NONE,Mondelez
2223,1,83.0,NONE,Mondelez
2224,2,81.0,NONE,Mondelez
2225,1,80.0,NONE,Mondelez
2226,1,78.0,NONE,Mondelez
2227,1,77.0,NONE,Mondelez
2228,12,67.0,NONE,Mondelez
2229,5,73.0,NONE,Mondelez
2230,3,68.0,NONE,Mondelez
2231,1,75.0,NONE,Mondelez
2233,1,70.0,NONE,Mondelez
2234,7,35.0,NONE,Mondelez
2235,8,66.0,NONE,Mondelez
2236,9,66.0,NONE,Mondelez
2237,1,67.0,NONE,Mondelez
2238,5,27.0,NONE,Mondelez
2239,1,67.0,NONE,Mondelez
2240,1,66.0,NONE,Mondelez
2241,1,64.0,NONE,Mondelez
2242,2,63.0,NONE,Mondelez
2243,6,7.0,NONE,Mondelez
2244,1,60.0,NONE,Mondelez
2245,1,59.0,NONE,Mondelez
2246,1,59.0,NONE,Mondelez
2247,1,59.0,NONE,Mondelez
2248,1,56.0,NONE,Mondelez
2249,1,56.0,NONE,Mondelez
2250,1,56.0,NONE,Mondelez
2251,1,56.0,NONE,Mondelez
2252,1,54.0,NONE,Mondelez
2253,2,53.0,NONE,Mondelez
2254,1,53.0,NONE,Mondelez
2255,3,13.0,NONE,Mondelez
2256,1,52.0,NONE,Mondelez
2257,1,48.0,NONE,Mondelez
2258,2,43.0,NONE,Mondelez
2259,2,34.0,NONE,Mondelez
2260,1,48.0,NONE,Mondelez
2261,1,47.0,NONE,Mondelez
2262,1,46.0,NONE,Mondelez
2263,1,46.0,NONE,Mondelez
2264,1,45.0,NONE,Mondelez
2265,1,45.0,NONE,Mondelez
2266,1,42.0,NONE,Mondelez
2267,1,41.0,NONE,Mondelez
2268,2,40.0,NONE,Mondelez
2269,2,7.0,NONE,Mondelez
2270,1,39.0,NONE,Mondelez
2271,1,38.0,NONE,Mondelez
2272,1,34.0,NONE,Mondelez
2273,1,34.0,NONE,Mondelez
2274,1,33.0,NONE,Mondelez
2275,1,32.0,NONE,Mondelez
2276,7,26.0,NONE,Mondelez
2277,2,15.0,NONE,Mondelez
2278,2,28.0,NONE,Mondelez
2279,1,28.0,NONE,Mondelez
2280,1,26.0,NONE,Mondelez
2281,1,25.0,NONE,Mondelez
2282,1,21.0,NONE,Mondelez
2283,1,21.0,NONE,Mondelez
2284,1,19.0,NONE,Mondelez
2285,1,18.0,NONE,Mondelez
2286,1,18.0,NONE,Mondelez
2287,1,16.0,NONE,Mondelez
2288,1,11.0,NONE,Mondelez
2289,1,6.0,NONE,Mondelez
2290,1,6.0,NONE,Mondelez
2291,1,5.0,NONE,Mondelez
2292,1,4.0,NONE,Mondelez
2294,2,3.0,NONE,Mondelez
2295,1,3.0,NONE,Mondelez
2296,1,0.0,NONE,Mondelez
10,399,0.0,NONE,Nestle
15,43,34.0,NONE,Nestle
19,63,12.0,MONTHLY,Nestle
20,56,39.0,MONTHLY,Nestle
24,16,27.0,MONTHLY,Nestle
28,18,55.0,MONTHLY,Nestle
31,8,55.0,MONTHLY,Nestle
32,19,55.0,MONTHLY,Nestle
33,43,17.0,MONTHLY,Nestle
35,12,27.0,MONTHLY,Nestle
45,12,47.0,MONTHLY,Nestle
50,21,63.0,MONTHLY,Nestle
68,112,3.0,MONTHLY,Nestle
76,15,67.0,MONTHLY,Nestle
79,96,21.0,MONTHLY,Nestle
80,5,52.0,MONTHLY,Nestle
82,2,27.0,MONTHLY,Nestle
102,9,67.0,MONTHLY,Nestle
103,1,38.0,MONTHLY,Nestle
112,6,47.0,MONTHLY,Nestle
133,1,49.0,NONE,Nestle
137,7,42.0,MONTHLY,Nestle
147,1,52.0,MONTHLY,Nestle
148,8,31.0,MONTHLY,Nestle
149,3,48.0,MONTHLY,Nestle
152,16,32.0,MONTHLY,Nestle
158,2,31.0,MONTHLY,Nestle
174,11,67.0,MONTHLY,Nestle
183,12,49.0,MONTHLY,Nestle
187,4,21.0,MONTHLY,Nestle
194,9,83.0,MONTHLY,Nestle
195,11,41.0,MONTHLY,Nestle
228,9,67.0,MONTHLY,Nestle
231,54,5.0,MONTHLY,Nestle
232,4,49.0,NONE,Nestle
237,2,34.0,MONTHLY,Nestle
238,7,6.0,MONTHLY,Nestle
243,19,0.0,MONTHLY,Nestle
254,23,39.0,MONTHLY,Nestle
255,30,21.0,MONTHLY,Nestle
260,6,34.0,MONTHLY,Nestle
264,9,32.0,MONTHLY,Nestle
269,8,74.0,MONTHLY,Nestle
271,2,52.0,MONTHLY,Nestle
290,12,52.0,MONTHLY,Nestle
292,1,33.0,MONTHLY,Nestle
311,10,49.0,MONTHLY,Nestle
314,23,19.0,MONTHLY,Nestle
332,2,42.0,MONTHLY,Nestle
333,1,49.0,MONTHLY,Nestle
338,8,48.0,MONTHLY,Nestle
345,18,49.0,MONTHLY,Nestle
352,33,67.0,MONTHLY,Nestle
358,4,29.0,MONTHLY,Nestle
373,1,45.0,MONTHLY,Nestle
378,4,11.0,MONTHLY,Nestle
387,5,26.0,MONTHLY,Nestle
419,2,49.0,NONE,Nestle
421,122,24.0,MONTHLY,Nestle
422,4,28.0,NONE,Nestle
423,7,59.0,MONTHLY,Nestle
428,18,32.0,MONTHLY,Nestle
438,5,53.0,MONTHLY,Nestle
450,3,70.0,MONTHLY,Nestle
453,5,74.0,MONTHLY,Nestle
462,7,54.0,MONTHLY,Nestle
466,30,67.0,MONTHLY,Nestle
467,2,55.0,MONTHLY,Nestle
468,2,52.0,WEEKLY,Nestle
474,25,26.0,MONTHLY,Nestle
477,8,74.0,MONTHLY,Nestle
479,2,55.0,MONTHLY,Nestle
499,3,25.0,MONTHLY,Nestle
501,8,47.0,MONTHLY,Nestle
506,2,49.0,MONTHLY,Nestle
510,6,84.0,MONTHLY,Nestle
538,10,74.0,MONTHLY,Nestle
544,10,28.0,MONTHLY,Nestle
547,11,61.0,MONTHLY,Nestle
550,6,74.0,MONTHLY,Nestle
551,5,88.0,MONTHLY,Nestle
559,8,48.0,MONTHLY,Nestle
560,10,55.0,MONTHLY,Nestle
576,1,55.0,MONTHLY,Nestle
581,15,40.0,MONTHLY,Nestle
590,7,32.0,MONTHLY,Nestle
605,1,55.0,MONTHLY,Nestle
624,10,42.0,MONTHLY,Nestle
631,41,34.0,MONTHLY,Nestle
635,18,10.0,MONTHLY,Nestle
639,5,61.0,MONTHLY,Nestle
646,12,49.0,MONTHLY,Nestle
655,3,55.0,MONTHLY,Nestle
658,2,49.0,MONTHLY,Nestle
659,3,49.0,MONTHLY,Nestle
663,2,42.0,MONTHLY,Nestle
667,43,3.0,MONTHLY,Nestle
669,24,6.0,MONTHLY,Nestle
680,1,89.0,MONTHLY,Nestle
686,13,31.0,MONTHLY,Nestle
687,3,77.0,MONTHLY,Nestle
695,23,28.0,MONTHLY,Nestle
697,1,49.0,MONTHLY,Nestle
703,3,41.0,MONTHLY,Nestle
709,10,67.0,MONTHLY,Nestle
710,7,48.0,MONTHLY,Nestle
712,7,46.0,MONTHLY,Nestle
713,3,59.0,MONTHLY,Nestle
715,6,55.0,MONTHLY,Nestle
723,22,62.0,MONTHLY,Nestle
731,1,41.0,MONTHLY,Nestle
746,2,52.0,MONTHLY,Nestle
768,17,3.0,MONTHLY,Nestle
790,8,15.0,MONTHLY,Nestle
799,25,73.0,MONTHLY,Nestle
803,11,18.0,BI_MONTHLY,Nestle
805,7,28.0,MONTHLY,Nestle
818,27,18.0,MONTHLY,Nestle
822,4,52.0,MONTHLY,Nestle
827,3,67.0,MONTHLY,Nestle
830,3,0.0,MONTHLY,Nestle
863,7,38.0,MONTHLY,Nestle
867,1,49.0,MONTHLY,Nestle
881,9,12.0,MONTHLY,Nestle
894,11,32.0,MONTHLY,Nestle
910,6,18.0,MONTHLY,Nestle
913,10,77.0,MONTHLY,Nestle
921,1,14.0,MONTHLY,Nestle
924,1,45.0,MONTHLY,Nestle
943,1,46.0,MONTHLY,Nestle
946,3,31.0,MONTHLY,Nestle
968,16,24.0,MONTHLY,Nestle
975,5,47.0,MONTHLY,Nestle
998,1,49.0,MONTHLY,Nestle
1000,6,38.0,NONE,Nestle
1003,2,52.0,MONTHLY,Nestle
1005,2,49.0,NONE,Nestle
1018,34,45.0,MONTHLY,Nestle
1028,11,52.0,MONTHLY,Nestle
1030,2,21.0,MONTHLY,Nestle
1032,24,40.0,MONTHLY,Nestle
1049,6,42.0,MONTHLY,Nestle
1053,7,50.0,MONTHLY,Nestle
1055,3,12.0,MONTHLY,Nestle
1064,3,25.0,MONTHLY,Nestle
1077,51,5.0,MONTHLY,Nestle
1085,2,14.0,MONTHLY,Nestle
1088,6,51.0,MONTHLY,Nestle
1105,8,74.0,MONTHLY,Nestle
1108,3,48.0,MONTHLY,Nestle
1111,2,66.0,MONTHLY,Nestle
1113,5,50.0,MONTHLY,Nestle
1123,1,74.0,MONTHLY,Nestle
1147,14,3.0,MONTHLY,Nestle
1152,9,62.0,MONTHLY,Nestle
1155,19,24.0,MONTHLY,Nestle
1177,3,52.0,MONTHLY,Nestle
1182,17,52.0,MONTHLY,Nestle
1184,57,4.0,MONTHLY,Nestle
1185,12,74.0,MONTHLY,Nestle
1186,2,74.0,MONTHLY,Nestle
1191,32,27.0,MONTHLY,Nestle
1193,17,48.0,MONTHLY,Nestle
1196,6,48.0,MONTHLY,Nestle
1205,7,24.0,MONTHLY,Nestle
1235,11,66.0,MONTHLY,Nestle
1239,4,51.0,MONTHLY,Nestle
1249,14,20.0,MONTHLY,Nestle
1258,36,68.0,MONTHLY,Nestle
1259,29,248.0,MONTHLY,Nestle
1261,9,7.0,MONTHLY,Nestle
1278,15,23.0,MONTHLY,Nestle
1279,33,18.0,NONE,Nestle
1285,3,48.0,MONTHLY,Nestle
1286,18,13.0,MONTHLY,Nestle
1296,3,40.0,MONTHLY,Nestle
1310,58,54.0,MONTHLY,Nestle
1311,14,7.0,MONTHLY,Nestle
1341,65,12.0,MONTHLY,Nestle
1346,38,38.0,MONTHLY,Nestle
1363,21,55.0,MONTHLY,Nestle
1364,21,26.0,MONTHLY,Nestle
1366,5,3.0,NONE,Nestle
1369,17,67.0,MONTHLY,Nestle
1370,13,55.0,MONTHLY,Nestle
1383,2,61.0,MONTHLY,Nestle
1384,21,74.0,MONTHLY,Nestle
1389,2,55.0,MONTHLY,Nestle
1392,6,82.0,MONTHLY,Nestle
1393,16,32.0,MONTHLY,Nestle
1400,19,55.0,MONTHLY,Nestle
1402,4,68.0,MONTHLY,Nestle
1408,3,49.0,MONTHLY,Nestle
1417,6,26.0,MONTHLY,Nestle
1418,15,1.0,MONTHLY,Nestle
1439,6,47.0,MONTHLY,Nestle
1440,7,32.0,MONTHLY,Nestle
1441,9,12.0,MONTHLY,Nestle
1449,12,55.0,MONTHLY,Nestle
1450,8,55.0,MONTHLY,Nestle
1467,74,34.0,MONTHLY,Nestle
1468,25,49.0,MONTHLY,Nestle
1469,7,67.0,MONTHLY,Nestle
1478,5,48.0,MONTHLY,Nestle
1480,3,535.0,MONTHLY,Nestle
1490,9,49.0,MONTHLY,Nestle
1503,30,39.0,MONTHLY,Nestle
1513,8,15.0,MONTHLY,Nestle
1520,17,35.0,MONTHLY,Nestle
1523,36,7.0,MONTHLY,Nestle
1525,9,55.0,MONTHLY,Nestle
1533,39,13.0,MONTHLY,Nestle
1540,8,48.0,MONTHLY,Nestle
1541,5,13.0,MONTHLY,Nestle
1551,8,74.0,MONTHLY,Nestle
1557,3,49.0,MONTHLY,Nestle
1559,9,28.0,MONTHLY,Nestle
1582,3,4.0,NONE,Nestle
1584,5,32.0,MONTHLY,Nestle
1585,91,45.0,MONTHLY,Nestle
1587,4,52.0,MONTHLY,Nestle
1604,2,55.0,MONTHLY,Nestle
1610,21,32.0,NONE,Nestle
1620,7,20.0,MONTHLY,Nestle
1626,8,55.0,MONTHLY,Nestle
1631,19,55.0,DAILY,Nestle
1653,3,39.0,MONTHLY,Nestle
1654,3,70.0,NONE,Nestle
1657,15,28.0,MONTHLY,Nestle
1661,16,7.0,MONTHLY,Nestle
1662,33,21.0,MONTHLY,Nestle
1668,26,46.0,NONE,Nestle
1688,4,38.0,MONTHLY,Nestle
1716,4,49.0,MONTHLY,Nestle
1727,6,48.0,MONTHLY,Nestle
1730,2,74.0,MONTHLY,Nestle
1739,15,46.0,MONTHLY,Nestle
1744,10,11.0,MONTHLY,Nestle
1749,12,49.0,MONTHLY,Nestle
1751,5,32.0,MONTHLY,Nestle
1757,7,25.0,MONTHLY,Nestle
1763,7,66.0,MONTHLY,Nestle
1765,4,80.0,MONTHLY,Nestle
1781,18,19.0,MONTHLY,Nestle
1785,20,41.0,MONTHLY,Nestle
1795,59,40.0,MONTHLY,Nestle
1799,12,7.0,MONTHLY,Nestle
1805,6,39.0,MONTHLY,Nestle
1815,4,51.0,MONTHLY,Nestle
1817,18,28.0,MONTHLY,Nestle
1822,3,71.0,MONTHLY,Nestle
1845,8,55.0,MONTHLY,Nestle
1847,11,88.0,MONTHLY,Nestle
1850,13,63.0,MONTHLY,Nestle
1852,8,49.0,NONE,Nestle
1871,9,68.0,MONTHLY,Nestle
1881,3,52.0,MONTHLY,Nestle
1884,7,24.0,MONTHLY,Nestle
1889,7,54.0,MONTHLY,Nestle
1893,30,42.0,MONTHLY,Nestle
1895,4,55.0,MONTHLY,Nestle
1900,3,80.0,MONTHLY,Nestle
1905,4,55.0,MONTHLY,Nestle
1908,5,32.0,MONTHLY,Nestle
1912,2,49.0,MONTHLY,Nestle
1919,5,49.0,MONTHLY,Nestle
1920,32,83.0,MONTHLY,Nestle
1927,6,12.0,MONTHLY,Nestle
1928,15,35.0,MONTHLY,Nestle
1938,7,27.0,MONTHLY,Nestle
1939,3,49.0,MONTHLY,Nestle
1942,2,52.0,MONTHLY,Nestle
1943,5,74.0,MONTHLY,Nestle
1950,3,39.0,MONTHLY,Nestle
1956,4,74.0,MONTHLY,Nestle
1959,3,63.0,MONTHLY,Nestle
1960,3,50.0,MONTHLY,Nestle
1969,7,83.0,MONTHLY,Nestle
1974,10,6.0,MONTHLY,Nestle
1987,31,27.0,MONTHLY,Nestle
1988,9,7.0,MONTHLY,Nestle
1989,14,38.0,MONTHLY,Nestle
1992,14,55.0,MONTHLY,Nestle
1993,18,18.0,MONTHLY,Nestle
2028,4,55.0,MONTHLY,Nestle
2034,24,7.0,MONTHLY,Nestle
2038,7,38.0,MONTHLY,Nestle
2042,6,52.0,MONTHLY,Nestle
2044,17,32.0,MONTHLY,Nestle
2050,16,73.0,MONTHLY,Nestle
2052,2,56.0,MONTHLY,Nestle
2054,5,41.0,MONTHLY,Nestle
2072,12,26.0,MONTHLY,Nestle
2083,3,70.0,MONTHLY,Nestle
2087,3,34.0,MONTHLY,Nestle
2089,8,74.0,MONTHLY,Nestle
2096,5,74.0,MONTHLY,Nestle
2103,25,27.0,NONE,Nestle
2108,12,49.0,NONE,Nestle
2111,4,67.0,MONTHLY,Nestle
2119,3,32.0,MONTHLY,Nestle
2124,4,42.0,MONTHLY,Nestle
2127,14,0.0,MONTHLY,Nestle
2129,4,32.0,MONTHLY,Nestle
2130,3,46.0,MONTHLY,Nestle
2131,6,42.0,MONTHLY,Nestle
2132,5,62.0,MONTHLY,Nestle
2139,58,0.0,MONTHLY,Nestle
2157,2,48.0,MONTHLY,Nestle
2159,3,49.0,MONTHLY,Nestle
2160,6,26.0,WEEKLY,Nestle
2167,28,27.0,MONTHLY,Nestle
2174,2,49.0,MONTHLY,Nestle
2178,12,52.0,MONTHLY,Nestle
2187,6,49.0,MONTHLY,Nestle
2201,26,20.0,MONTHLY,Nestle
2216,3,55.0,MONTHLY,Nestle
2225,9,49.0,MONTHLY,Nestle
2237,6,32.0,MONTHLY,Nestle
2248,7,32.0,MONTHLY,Nestle
2255,4,48.0,MONTHLY,Nestle
2264,3,51.0,NONE,Nestle
2269,8,48.0,MONTHLY,Nestle
2270,2,50.0,MONTHLY,Nestle
2272,8,49.0,MONTHLY,Nestle
2274,4,55.0,MONTHLY,Nestle
2275,18,22.0,MONTHLY,Nestle
2303,3,36.0,MONTHLY,Nestle
2309,2,39.0,NONE,Nestle
2310,4,42.0,MONTHLY,Nestle
2326,7,48.0,MONTHLY,Nestle
2331,17,20.0,WEEKLY,Nestle
2345,4,27.0,NONE,Nestle
2346,8,50.0,MONTHLY,Nestle
2363,3,73.0,MONTHLY,Nestle
2364,10,48.0,MONTHLY,Nestle
2365,2,47.0,MONTHLY,Nestle
2368,2,52.0,MONTHLY,Nestle
2372,3,49.0,MONTHLY,Nestle
2381,10,18.0,MONTHLY,Nestle
2387,12,41.0,MONTHLY,Nestle
2389,3,41.0,MONTHLY,Nestle
2391,6,21.0,MONTHLY,Nestle
2394,8,48.0,MONTHLY,Nestle
2402,5,74.0,MONTHLY,Nestle
2407,6,49.0,MONTHLY,Nestle
2409,2,27.0,MONTHLY,Nestle
2418,4,50.0,MONTHLY,Nestle
2419,4,27.0,MONTHLY,Nestle
2424,5,74.0,MONTHLY,Nestle
2431,3,18.0,MONTHLY,Nestle
2444,3,52.0,MONTHLY,Nestle
2478,13,48.0,MONTHLY,Nestle
2484,4,55.0,MONTHLY,Nestle
2485,3,49.0,MONTHLY,Nestle
2490,2,67.0,MONTHLY,Nestle
2500,2,49.0,MONTHLY,Nestle
2503,3,52.0,MONTHLY,Nestle
2505,2,74.0,MONTHLY,Nestle
2511,9,34.0,MONTHLY,Nestle
2514,3,62.0,MONTHLY,Nestle
2515,9,27.0,MONTHLY,Nestle
2516,9,42.0,MONTHLY,Nestle
2522,27,0.0,MONTHLY,Nestle
2530,6,34.0,MONTHLY,Nestle
2531,3,66.0,MONTHLY,Nestle
2545,3,27.0,MONTHLY,Nestle
2551,3,77.0,MONTHLY,Nestle
2554,2,52.0,MONTHLY,Nestle
2563,3,49.0,MONTHLY,Nestle
2569,3,5.0,MONTHLY,Nestle
2571,5,69.0,MONTHLY,Nestle
2574,4,83.0,MONTHLY,Nestle
2576,6,41.0,MONTHLY,Nestle
2585,3,67.0,MONTHLY,Nestle
2586,3,51.0,MONTHLY,Nestle
2589,5,52.0,MONTHLY,Nestle
2590,3,73.0,MONTHLY,Nestle
2596,5,48.0,MONTHLY,Nestle
2598,2,55.0,MONTHLY,Nestle
2599,2,49.0,MONTHLY,Nestle
2600,90,24.0,WEEKLY,Nestle
2601,7,55.0,MONTHLY,Nestle
2616,6,88.0,MONTHLY,Nestle
2624,12,3.0,MONTHLY,Nestle
2625,2,11.0,MONTHLY,Nestle
2626,2,68.0,MONTHLY,Nestle
2632,3,17.0,MONTHLY,Nestle
2634,2,48.0,MONTHLY,Nestle
2640,8,3.0,MONTHLY,Nestle
2641,3,11.0,MONTHLY,Nestle
2644,2,67.0,MONTHLY,Nestle
2646,3,67.0,MONTHLY,Nestle
2647,3,66.0,MONTHLY,Nestle
2653,2,3.0,MONTHLY,Nestle
2656,6,0.0,MONTHLY,Nestle
2661,4,39.0,NONE,Nestle
2666,5,67.0,NONE,Nestle
2671,2,24.0,MONTHLY,Nestle
2680,2,52.0,MONTHLY,Nestle
2682,5,74.0,MONTHLY,Nestle
2683,5,67.0,MONTHLY,Nestle
2684,6,21.0,MONTHLY,Nestle
2685,2,75.0,MONTHLY,Nestle
2687,2,74.0,MONTHLY,Nestle
2692,11,52.0,MONTHLY,Nestle
2694,9,6.0,MONTHLY,Nestle
2697,10,7.0,MONTHLY,Nestle
2698,12,6.0,MONTHLY,Nestle
2701,2,49.0,MONTHLY,Nestle
2704,4,19.0,MONTHLY,Nestle
2706,4,5.0,MONTHLY,Nestle
2707,14,40.0,MONTHLY,Nestle
2708,2,74.0,MONTHLY,Nestle
2717,3,55.0,MONTHLY,Nestle
2721,4,18.0,MONTHLY,Nestle
2725,17,0.0,MONTHLY,Nestle
2730,5,74.0,WEEKLY,Nestle
2733,2,66.0,MONTHLY,Nestle
2736,5,87.0,MONTHLY,Nestle
2737,2,52.0,MONTHLY,Nestle
2740,8,33.0,MONTHLY,Nestle
2742,3,28.0,MONTHLY,Nestle
2748,15,39.0,MONTHLY,Nestle
2750,2,49.0,MONTHLY,Nestle
2754,3,67.0,MONTHLY,Nestle
2761,2,48.0,MONTHLY,Nestle
2762,2,27.0,MONTHLY,Nestle
2763,3,49.0,MONTHLY,Nestle
2764,2,56.0,MONTHLY,Nestle
2765,4,7.0,MONTHLY,Nestle
2766,2,82.0,MONTHLY,Nestle
2767,3,25.0,MONTHLY,Nestle
2768,9,26.0,MONTHLY,Nestle
2769,11,7.0,MONTHLY,Nestle
2773,3,74.0,MONTHLY,Nestle
2774,3,61.0,MONTHLY,Nestle
2775,2,47.0,MONTHLY,Nestle
2777,4,62.0,MONTHLY,Nestle
2778,2,62.0,MONTHLY,Nestle
2780,4,71.0,MONTHLY,Nestle
2782,14,17.0,MONTHLY,Nestle
2783,5,49.0,MONTHLY,Nestle
2785,2,51.0,MONTHLY,Nestle
2787,3,74.0,MONTHLY,Nestle
2788,6,24.0,MONTHLY,Nestle
2790,3,62.0,MONTHLY,Nestle
2794,3,48.0,MONTHLY,Nestle
2796,1,88.0,MONTHLY,Nestle
2797,1,87.0,MONTHLY,Nestle
2798,9,5.0,BI_MONTHLY,Nestle
2803,3,69.0,MONTHLY,Nestle
2804,2,39.0,MONTHLY,Nestle
2805,1,83.0,MONTHLY,Nestle
2806,2,66.0,MONTHLY,Nestle
2807,1,82.0,MONTHLY,Nestle
2808,3,67.0,MONTHLY,Nestle
2809,1,81.0,MONTHLY,Nestle
2810,1,81.0,MONTHLY,Nestle
2811,1,81.0,MONTHLY,Nestle
2812,1,81.0,MONTHLY,Nestle
2813,1,81.0,MONTHLY,Nestle
2814,2,69.0,MONTHLY,Nestle
2815,2,76.0,MONTHLY,Nestle
2816,1,77.0,MONTHLY,Nestle
2817,2,18.0,MONTHLY,Nestle
2818,1,76.0,MONTHLY,Nestle
2819,4,46.0,MONTHLY,Nestle
2820,1,73.0,MONTHLY,Nestle
2821,2,66.0,MONTHLY,Nestle
2822,1,72.0,MONTHLY,Nestle
2823,2,50.0,MONTHLY,Nestle
2824,1,70.0,MONTHLY,Nestle
2825,1,70.0,MONTHLY,Nestle
2826,2,70.0,MONTHLY,Nestle
2827,2,70.0,MONTHLY,Nestle
2828,1,70.0,MONTHLY,Nestle
2829,3,52.0,MONTHLY,Nestle
2830,1,70.0,MONTHLY,Nestle
2831,1,70.0,MONTHLY,Nestle
2832,1,70.0,MONTHLY,Nestle
2833,1,70.0,MONTHLY,Nestle
2834,1,70.0,MONTHLY,Nestle
2835,1,70.0,MONTHLY,Nestle
2836,4,52.0,MONTHLY,Nestle
2837,5,0.0,MONTHLY,Nestle
2838,2,46.0,MONTHLY,Nestle
2840,4,54.0,MONTHLY,Nestle
2841,1,67.0,MONTHLY,Nestle
2842,1,67.0,MONTHLY,Nestle
2843,4,54.0,MONTHLY,Nestle
2844,1,62.0,MONTHLY,Nestle
2845,1,61.0,MONTHLY,Nestle
2846,3,60.0,MONTHLY,Nestle
2847,4,20.0,MONTHLY,Nestle
2848,5,19.0,MONTHLY,Nestle
2849,1,59.0,MONTHLY,Nestle
2850,1,59.0,MONTHLY,Nestle
2851,3,49.0,MONTHLY,Nestle
2852,2,56.0,MONTHLY,Nestle
2853,3,27.0,MONTHLY,Nestle
2854,2,27.0,MONTHLY,Nestle
2855,3,28.0,MONTHLY,Nestle
2856,1,55.0,MONTHLY,Nestle
2857,1,55.0,MONTHLY,Nestle
2858,1,55.0,MONTHLY,Nestle
2859,1,55.0,MONTHLY,Nestle
2860,1,55.0,MONTHLY,Nestle
2861,3,17.0,MONTHLY,Nestle
2862,7,22.0,MONTHLY,Nestle
2863,2,54.0,MONTHLY,Nestle
2864,1,54.0,MONTHLY,Nestle
2865,3,53.0,MONTHLY,Nestle
2866,1,54.0,MONTHLY,Nestle
2867,1,54.0,MONTHLY,Nestle
2868,1,54.0,MONTHLY,Nestle
2869,5,31.0,MONTHLY,Nestle
2870,1,53.0,MONTHLY,Nestle
2871,1,53.0,MONTHLY,Nestle
2872,4,52.0,MONTHLY,Nestle
2873,2,41.0,MONTHLY,Nestle
2874,2,49.0,MONTHLY,Nestle
2875,4,32.0,MONTHLY,Nestle
2876,3,51.0,MONTHLY,Nestle
2877,5,28.0,MONTHLY,Nestle
2878,2,49.0,MONTHLY,Nestle
2879,13,39.0,MONTHLY,Nestle
2880,1,49.0,MONTHLY,Nestle
2881,2,47.0,MONTHLY,Nestle
2882,1,49.0,MONTHLY,Nestle
2883,5,42.0,MONTHLY,Nestle
2884,3,42.0,MONTHLY,Nestle
2885,1,49.0,MONTHLY,Nestle
2886,3,26.0,MONTHLY,Nestle
2887,2,26.0,MONTHLY,Nestle
2888,1,49.0,MONTHLY,Nestle
2889,2,49.0,MONTHLY,Nestle
2890,4,26.0,MONTHLY,Nestle
2891,4,42.0,MONTHLY,Nestle
2892,1,49.0,MONTHLY,Nestle
2893,1,49.0,MONTHLY,Nestle
2894,1,49.0,MONTHLY,Nestle
2895,3,17.0,MONTHLY,Nestle
